palabra,estado,información
παρέξῃ,pendiente,
παρέρχεσθε,pendiente,
παρέρχεται,pendiente,
παρέσται,pendiente,
παρέστη,pendiente,
παρέστηκεν,pendiente,
παρέστησαν,pendiente,
παρέστησεν,pendiente,
παρέσχον,pendiente,
παρέτεινέν,pendiente,
παρέχειν,pendiente,
παρέχεσθε,pendiente,
παρέχετε,pendiente,
παρέχοντι,pendiente,
παρέχουσιν,pendiente,
παρήγγειλαν,pendiente,
παρήγγειλεν,pendiente,
παραβάσει,pendiente,
παραβάσεων,pendiente,
παραβάσεως,pendiente,
παραβάται,pendiente,
παραβάτην,pendiente,
παραβάτης,pendiente,
παραβαίνετε,pendiente,
παραβαίνουσιν,pendiente,
παραβολάς,pendiente,
παραβολή,pendiente,
παραβολήν,pendiente,
παραβολαῖς,pendiente,
παραβολευσάμενος,pendiente,
παραβολὰς,pendiente,
παραβολὴ,pendiente,
παραβολὴν,pendiente,
παραβολῆς,pendiente,
παραβολῇ,pendiente,
παραγένωμαι,pendiente,
παραγένωνται,pendiente,
παραγίνεται,pendiente,
παραγγέλλει,pendiente,
παραγγέλλειν,pendiente,
παραγγέλλομεν,pendiente,
παραγγέλλω,pendiente,
παραγγέλλων,pendiente,
παραγγείλαντες,pendiente,
παραγγείλας,pendiente,
παραγγείλῃς,pendiente,
παραγγελίαν,pendiente,
παραγγελίας,pendiente,
παραγγελίᾳ,pendiente,
παραγενομένου,pendiente,
παραγενομένους,pendiente,
παραγενόμενοι,pendiente,
παραγενόμενον,pendiente,
παραγενόμενος,pendiente,
παραγενόμενός,pendiente,
παραδέδοται,pendiente,
παραδέξονταί,pendiente,
παραδέχεσθαι,pendiente,
παραδέχεται,pendiente,
παραδέχονται,pendiente,
παραδέχου,pendiente,
παραδίδοσθαι,pendiente,
παραδίδοται,pendiente,
παραδίδως,pendiente,
παραδείσῳ,pendiente,
παραδεδομένοι,pendiente,
παραδεδωκόσιν,pendiente,
παραδεδώκεισαν,pendiente,
παραδειγματίζοντας,pendiente,
παραδιδούς,pendiente,
παραδιδοὺς,pendiente,
παραδιδόμεθα,pendiente,
παραδιδόναι,pendiente,
παραδιδόντα,pendiente,
παραδιδόντες,pendiente,
παραδιδόντος,pendiente,
παραδιδῷ,pendiente,
παραδοθήσεσθε,pendiente,
παραδοθήσεται,pendiente,
παραδοθείσης,pendiente,
παραδοθείσῃ,pendiente,
παραδοθεὶς,pendiente,
παραδοθῆναι,pendiente,
παραδοθῶ,pendiente,
παραδούς,pendiente,
παραδοὺς,pendiente,
παραδοῖ,pendiente,
παραδοῦναι,pendiente,
παραδόντος,pendiente,
παραδόσει,pendiente,
παραδόσεις,pendiente,
παραδόσεων,pendiente,
παραδώσει,pendiente,
παραδώσουσιν,pendiente,
παραδώσω,pendiente,
παραδώσων,pendiente,
παραδῶ,pendiente,
παραδῶσιν,pendiente,
παραδῷ,pendiente,
παραζηλοῦμεν,pendiente,
παραζηλώσω,pendiente,
παραζηλῶσαι,pendiente,
παραθήκην,pendiente,
παραθήσω,pendiente,
παραθαλασσίαν,pendiente,
παραθεῖναι,pendiente,
παραινῶ,pendiente,
παραιτήσησθε,pendiente,
παραιτεῖσθαι,pendiente,
παραιτησάμενοι,pendiente,
παραιτοῦ,pendiente,
παραιτοῦμαι,pendiente,
παρακάλει,pendiente,
παρακάλεσον,pendiente,
παρακαθεσθεῖσα,pendiente,
παρακαλέσαι,pendiente,
παρακαλέσας,pendiente,
παρακαλέσῃ,pendiente,
παρακαλεῖ,pendiente,
παρακαλεῖν,pendiente,
παρακαλεῖσθε,pendiente,
παρακαλεῖται,pendiente,
παρακαλεῖτε,pendiente,
παρακαλούμεθα,pendiente,
παρακαλοῦμεν,pendiente,
παρακαλοῦντες,pendiente,
παρακαλοῦντος,pendiente,
παρακαλοῦσιν,pendiente,
παρακαλῶ,pendiente,
παρακαλῶν,pendiente,
παρακαλῶνται,pendiente,
παρακεκαλυμμένον,pendiente,
παρακεκλήμεθα,pendiente,
παρακεχειμακότι,pendiente,
παρακλήσει,pendiente,
παρακλήσεως,pendiente,
παρακληθήσονται,pendiente,
παρακληθῆναι,pendiente,
παρακληθῶσιν,pendiente,
παρακοήν,pendiente,
παρακολουθήσει,pendiente,
παρακούσας,pendiente,
παρακούσῃ,pendiente,
παρακοὴ,pendiente,
παρακοῆς,pendiente,
παρακύψαι,pendiente,
παρακύψας,pendiente,
παραλήμψομαι,pendiente,
παραλίου,pendiente,
παραλαβεῖν,pendiente,
παραλαβόντα,pendiente,
παραλαβόντες,pendiente,
παραλαβὼν,pendiente,
παραλαμβάνει,pendiente,
παραλαμβάνεται,pendiente,
παραλαμβάνοντες,pendiente,
παραλαμβάνουσιν,pendiente,
παραλεγόμενοι,pendiente,
παραλελυμένα,pendiente,
παραλελυμένοι,pendiente,
παραλελυμένος,pendiente,
παραλελυμένῳ,pendiente,
παραλημφθήσεται,pendiente,
παραλλαγὴ,pendiente,
παραλογίζηται,pendiente,
παραλογιζόμενοι,pendiente,
παραλυτικούς,pendiente,
παραλυτικός,pendiente,
παραλυτικὸν,pendiente,
παραλυτικὸς,pendiente,
παραλυτικῷ,pendiente,
παραμένειν,pendiente,
παραμείνας,pendiente,
παραμενῶ,pendiente,
παραμυθήσωνται,pendiente,
παραμυθίαν,pendiente,
παραμυθεῖσθε,pendiente,
παραμυθούμενοι,pendiente,
παραμύθιον,pendiente,
παρανομίας,pendiente,
παρανομῶν,pendiente,
παραπεσόντας,pendiente,
παραπικρασμῷ,pendiente,
παραπλήσιον,pendiente,
παραπλεῦσαι,pendiente,
παραπλησίως,pendiente,
παραπορευόμενοι,pendiente,
παραπορεύεσθαι,pendiente,
παραπτωμάτων,pendiente,
παραπτώμασιν,pendiente,
παραπτώματα,pendiente,
παραπτώματι,pendiente,
παραπτώματος,pendiente,
παραρυῶμεν,pendiente,
παρασήμῳ,pendiente,
παρασκευάσεται,pendiente,
παρασκευήν,pendiente,
παρασκευαζόντων,pendiente,
παρασκευὴ,pendiente,
παρασκευὴν,pendiente,
παρασκευῆς,pendiente,
παραστήσατε,pendiente,
παραστήσει,pendiente,
παραστήσωμεν,pendiente,
παραστήσῃ,pendiente,
παραστησόμεθα,pendiente,
παραστῆναι,pendiente,
παραστῆσαι,pendiente,
παραστῆτε,pendiente,
παρασχὼν,pendiente,
παρατίθεμαί,pendiente,
παρατίθεμαι,pendiente,
παρατηρήσαντες,pendiente,
παρατηρήσεως,pendiente,
παρατηρεῖσθε,pendiente,
παρατηρούμενοι,pendiente,
παρατιθέμενα,pendiente,
παρατιθέμενον,pendiente,
παρατιθέμενος,pendiente,
παρατιθέναι,pendiente,
παρατιθέσθωσαν,pendiente,
παρατιθῶσιν,pendiente,
παρατυγχάνοντας,pendiente,
παραυτίκα,pendiente,
παραφέρεσθε,pendiente,
παραφερόμεναι,pendiente,
παραφρονίαν,pendiente,
παραφρονῶν,pendiente,
παραχειμάσαι,pendiente,
παραχειμάσω,pendiente,
παραχειμασίαν,pendiente,
παραχρῆμά,pendiente,
παραχρῆμα,pendiente,
παρδάλει,pendiente,
παρείχετο,pendiente,
παρεβάλομεν,pendiente,
παρεβιάσαντο,pendiente,
παρεβιάσατο,pendiente,
παρεγένετο,pendiente,
παρεγένοντο,pendiente,
παρεγίνοντο,pendiente,
παρεγενόμην,pendiente,
παρεδέχθησαν,pendiente,
παρεδίδετο,pendiente,
παρεδίδοσαν,pendiente,
παρεδίδου,pendiente,
παρεδίδουν,pendiente,
παρεδρεύοντες,pendiente,
παρεδόθη,pendiente,
παρεδόθην,pendiente,
παρεδόθητε,pendiente,
παρεδώκαμεν,pendiente,
παρεδώκατε,pendiente,
παρεθεωροῦντο,pendiente,
παρειμένας,pendiente,
παρεισάκτους,pendiente,
παρεισάξουσιν,pendiente,
παρεισέδυσαν,pendiente,
παρεισενέγκαντες,pendiente,
παρειστήκεισαν,pendiente,
παρεισῆλθεν,pendiente,
παρεισῆλθον,pendiente,
παρεκάλει,pendiente,
παρεκάλεσά,pendiente,
παρεκάλεσάς,pendiente,
παρεκάλεσέν,pendiente,
παρεκάλεσα,pendiente,
παρεκάλεσαν,pendiente,
παρεκάλεσεν,pendiente,
παρεκάλουν,pendiente,
παρεκαλοῦμεν,pendiente,
παρεκλήθη,pendiente,
παρεκλήθημεν,pendiente,
παρεκλήθησαν,pendiente,
παρεκτὸς,pendiente,
παρελάβετε,pendiente,
παρελάβοσαν,pendiente,
παρελέγοντο,pendiente,
παρελεύσεται,pendiente,
παρελεύσονται,pendiente,
παρεληλυθέναι,pendiente,
παρεληλυθὼς,pendiente,
παρελθάτω,pendiente,
παρελθεῖν,pendiente,
παρελθόντες,pendiente,
παρελθὼν,pendiente,
παρεμβαλοῦσιν,pendiente,
παρεμβολήν,pendiente,
παρεμβολὰς,pendiente,
παρεμβολὴν,pendiente,
παρεμβολῆς,pendiente,
παρενοχλεῖν,pendiente,
παρεπίδημοί,pendiente,
παρεπίκραναν,pendiente,
παρεπιδήμοις,pendiente,
παρεπιδήμους,pendiente,
παρεπορεύοντο,pendiente,
παρεσκευασμένοι,pendiente,
παρεσκεύασται,pendiente,
παρεστήσατε,pendiente,
παρεστηκότων,pendiente,
παρεστηκὼς,pendiente,
παρεστῶσιν,pendiente,
παρεστῶτα,pendiente,
παρεστῶτες,pendiente,
παρετήρουν,pendiente,
παρετηροῦντο,pendiente,
παρεχέτω,pendiente,
παρεχόμενος,pendiente,
παρεῖναί,pendiente,
παρεῖναι,pendiente,
παρεῖχεν,pendiente,
παρεῖχον,pendiente,
παρηγγέλλομεν,pendiente,
παρηγγείλαμεν,pendiente,
παρηγορία,pendiente,
παρηκολουθηκότι,pendiente,
παρηκολούθηκας,pendiente,
παρηκολούθησάς,pendiente,
παρθένοι,pendiente,
παρθένοις,pendiente,
παρθένον,pendiente,
παρθένος,pendiente,
παρθένου,pendiente,
παρθένων,pendiente,
παρθενίας,pendiente,
παριστάνετε,pendiente,
παρμενᾶν,pendiente,
παροίκους,pendiente,
παροικίας,pendiente,
παροικίᾳ,pendiente,
παροικεῖς,pendiente,
παροιμίαις,pendiente,
παροιμίαν,pendiente,
παροιμίας,pendiente,
παρομοιάζετε,pendiente,
παροξυσμὸν,pendiente,
παροξυσμὸς,pendiente,
παροξύνεται,pendiente,
παροργίζετε,pendiente,
παροργισμῷ,pendiente,
παροργιῶ,pendiente,
παρουσία,pendiente,
παρουσίαν,pendiente,
παρουσίας,pendiente,
παρουσίᾳ,pendiente,
παροψίδος,pendiente,
παρούσῃ,pendiente,
παροῦσιν,pendiente,
παρρησία,pendiente,
παρρησίαν,pendiente,
παρρησίας,pendiente,
παρρησίᾳ,pendiente,
παρρησιάζεσθαι,pendiente,
παρρησιάσωμαι,pendiente,
παρρησιαζόμενοι,pendiente,
παρρησιαζόμενος,pendiente,
παρρησιασάμενοί,pendiente,
παρωξύνετο,pendiente,
παρόδῳ,pendiente,
παρόμοια,pendiente,
παρόντες,pendiente,
παρόντος,pendiente,
παρώτρυναν,pendiente,
παρὰ,pendiente,
παρὸν,pendiente,
παρὼν,pendiente,
παρῃτήσαντο,pendiente,
παρῃτημένον,pendiente,
παρῃτοῦντο,pendiente,
παρῄνει,pendiente,
παρῆλθεν,pendiente,
παρῆλθον,pendiente,
παρῆσαν,pendiente,
παρῳχημέναις,pendiente,
παρῴκησεν,pendiente,
πασχέτω,pendiente,
πασῶν,pendiente,
πατάξαι,pendiente,
πατάξας,pendiente,
πατάξομεν,pendiente,
πατάξω,pendiente,
πατάξῃ,pendiente,
πατέρα,pendiente,
πατέρας,pendiente,
πατέρες,pendiente,
πατέρων,pendiente,
πατήρ,pendiente,
πατήσουσιν,pendiente,
πατεῖ,pendiente,
πατεῖν,pendiente,
πατουμένη,pendiente,
πατράσιν,pendiente,
πατρί,pendiente,
πατρίδα,pendiente,
πατρίδι,pendiente,
πατριάρχαι,pendiente,
πατριάρχας,pendiente,
πατριάρχης,pendiente,
πατριάρχου,pendiente,
πατριαὶ,pendiente,
πατρικῶν,pendiente,
πατριὰ,pendiente,
πατριᾶς,pendiente,
πατροβᾶν,pendiente,
πατρολῴαις,pendiente,
πατροπαραδότου,pendiente,
πατρός,pendiente,
πατρὶ,pendiente,
πατρὸς,pendiente,
πατρῴοις,pendiente,
πατρῴου,pendiente,
πατρῴῳ,pendiente,
πατὴρ,pendiente,
παυσάτω,pendiente,
παυόμεθα,pendiente,
παύεται,pendiente,
παύλου,pendiente,
παύλῳ,pendiente,
παύομαι,pendiente,
παύσασθαι,pendiente,
παύσονται,pendiente,
παύσῃ,pendiente,
παῖδά,pendiente,
παῖδα,pendiente,
παῖδας,pendiente,
παῖς,pendiente,
παῦλε,pendiente,
παῦλον,pendiente,
παῦλος,pendiente,
πείθεις,pendiente,
πείθεσθαι,pendiente,
πείθεσθε,pendiente,
πείθομαι,pendiente,
πείθομεν,pendiente,
πείθω,pendiente,
πείθων,pendiente,
πείσαντες,pendiente,
πείσας,pendiente,
πείσομεν,pendiente,
πεδινοῦ,pendiente,
πεζεύειν,pendiente,
πεζῇ,pendiente,
πειθαρχήσαντάς,pendiente,
πειθαρχεῖν,pendiente,
πειθαρχοῦσιν,pendiente,
πειθομένοις,pendiente,
πειθομένου,pendiente,
πειθοῖ,pendiente,
πειθόμεθα,pendiente,
πεινάσετε,pendiente,
πεινάσουσιν,pendiente,
πεινάσῃ,pendiente,
πεινᾶν,pendiente,
πεινᾷ,pendiente,
πεινῶμεν,pendiente,
πεινῶντα,pendiente,
πεινῶντας,pendiente,
πεινῶντες,pendiente,
πειράζει,pendiente,
πειράζεται,pendiente,
πειράζετε,pendiente,
πειράζομαι,pendiente,
πειράζοντες,pendiente,
πειράζων,pendiente,
πειράζῃ,pendiente,
πειράσαι,pendiente,
πειραζομένοις,pendiente,
πειραζόμενος,pendiente,
πειρασθείς,pendiente,
πειρασθῆναι,pendiente,
πειρασθῆτε,pendiente,
πειρασθῇς,pendiente,
πειρασμοῖς,pendiente,
πειρασμοῦ,pendiente,
πειρασμόν,pendiente,
πειρασμὸν,pendiente,
πειρασμὸς,pendiente,
πειρασμῶν,pendiente,
πειρασμῷ,pendiente,
πεισθήσονται,pendiente,
πεισθῇς,pendiente,
πεισμονὴ,pendiente,
πελάγει,pendiente,
πεμπομένοις,pendiente,
πεμφθέντες,pendiente,
πενθήσατε,pendiente,
πενθήσετε,pendiente,
πενθήσω,pendiente,
πενθεράν,pendiente,
πενθερὰ,pendiente,
πενθερὰν,pendiente,
πενθερὸς,pendiente,
